name,fonction_1,fonction_2,fonction_3,fonction_4,fonction_5,fonction_6,fonction_7,fonction_8,fonction_9,fonction_10,fonction_11,nom_simplifie
TAMARINDUS INDICA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de mangue
TAMARINDUS INDICA FRUIT JUICE,Agent masquant,,,,,,,,,,,jus de mangue
TAMARINDUS INDICA LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de mangue
TAMARINDUS INDICA SEED EXTRACT,Emollient,Humectant,Agent d'entretien de la peau,,,,,,,,,extrait de mangue
TAMARINDUS INDICA SEED GUM,Stabilisateur d'émulsion,Agent de contrôle de la viscosité,,,,,,,,,,mangue
TAMARINDUS INDICA SEED POLYSACCHARIDE,Agent d'entretien de la peau,,,,,,,,,,,mangue
TAMARIX CHINENSIS EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de jojoba
TAMBOURISSA TRICHOPHYLLA LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TANACETUM ANNUUM FLOWER/LEAF/STEM OIL,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,huile végétale
TANACETUM ANNUUM OIL,,,,,,,,,,,,huile végétale
TANACETUM CINERARIIFOLIUM FLOWER EXTRACT,Agent masquant,,,,,,,,,,,extrait végétal
TANACETUM CINERARIIFOLIUM ROOT EXTRACT,Agent masquant,,,,,,,,,,,extrait végétal
TANACETUM VULGARE EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TANACETUM VULGARE FLOWER EXTRACT,Agent parfumant,,,,,,,,,,,extrait végétal
TANACETUM VULGARE FLOWER OIL,Agent parfumant,,,,,,,,,,,huile végétale
TANAKURA CLAY,Agent Absorbant,Agent fixant,Agent de foisonnement,,,,,,,,,argile
TANNIC ACID,Astringent,Agent masquant,,,,,,,,,,acide cosmétique
TAPIOCA STARCH,Agent de contrôle de la viscosité,,,,,,,,,,,épaississant
TAPIOCA STARCH POLYMETHYLSILSESQUIOXANE,Agent Absorbant,Agent d'entretien de la peau,Agent de contrôle de la viscosité,,,,,,,,,silicone
TAPIRIRA GUIANENSIS LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TAR OIL,Agent masquant,,,,,,,,,,,huile végétale
TARAKTOGENOS KURZII SEED OIL,Agent d'entretien de la peau,,,,,,,,,,,huile végétale
TARAXACUM MONGOLICUM EXTRACT,Antioxydant,Agent d'entretien de la peau,,,,,,,,,,extrait de pissenlit
TARAXACUM OFFICINALE EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de gingembre
TARAXACUM OFFICINALE FLOWER/LEAF/STEM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de gingembre
TARAXACUM OFFICINALE JUICE,Agent d'entretien de la peau,,,,,,,,,,,jus de gingembre
TARAXACUM OFFICINALE LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de gingembre
TARAXACUM OFFICINALE RHIZOME/ROOT EXTRACT,Agent d'entretien de la peau,Agent apaisant,,,,,,,,,,extrait de gingembre
TARAXACUM OFFICINALE ROOT,Non classé,,,,,,,,,,,gingembre
TARAXACUM OFFICINALE ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de gingembre
TARAXACUM OFFICINALE ROOT POWDER,Agent d'entretien de la peau,,,,,,,,,,,poudre de gingembre
TARAXACUM PLATYCARPUM CALLUS CULTURE EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de pissenlit
TARAXACUM PLATYCARPUM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de pissenlit
TARAXACUM SINICUM ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de pissenlit
TARCHONANTHUS CAMPHORATUS EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TARCHONANTHUS CAMPHORATUS OIL,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,huile végétale
TARTARIC ACID,Régulateur de pH,Agent masquant,,,,,,,,,,acide tartrique
TASMANNIA LANCEOLATA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TASMANNIA LANCEOLATA FRUIT/LEAF EXTRACT,Antioxydant,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,extrait végétal
TASMANNIA LANCEOLATA LEAF EXTRACT,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
TAURINE,Régulateur de pH,,,,,,,,,,,ingrédient cosmétique
TAXUS CUSPIDATA MERISTEM CELL CULTURE CONDITIONED MEDIA,Agent de protection de la peau,,,,,,,,,,,ingrédient cosmétique
TAZAROTENE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TBHQ,Antioxydant,Agent masquant,Agent parfumant,,,,,,,,,molécule parfumante
TDI/TRIMELLITIC ANHYDRIDE COPOLYMER,Agent fixant,,,,,,,,,,,polymère cosmétique
TEA-ABIETOYL HYDROLYZED COLLAGEN,Antistatique,Agent nettoyant,Conditionneur capillaire,Agent d'entretien de la peau,Agent de protection de la peau,Tensioactif,,,,,,collagène
TEA-ALGINATE,Agent fixant,Stabilisateur d'émulsion,Agent de contrôle de la viscosité,,,,,,,,,épaississant
TEA-C12-13 ALKYL SULFATE,Agent nettoyant,Agent moussant,Tensioactif,,,,,,,,,agent lavant
TEA-C12-14 ALKYL SULFATE,Agent nettoyant,Agent moussant,Tensioactif,,,,,,,,,agent lavant
TEA-CARBOMER,Gélifiant,Agent de contrôle de la viscosité,,,,,,,,,,épaississant
TEA-COCOATE,Agent nettoyant,Agent émulsifiant,Agent moussant,Tensioactif,,,,,,,,agent lavant
TEA-COCOYL ALANINATE,Agent nettoyant,Conditionneur capillaire,Tensioactif,,,,,,,,,agent lavant
TEA-COCOYL GLUTAMATE,Agent nettoyant,Conditionneur capillaire,Tensioactif,,,,,,,,,agent lavant
TEA-COCOYL HYDROLYZED COLLAGEN,Antistatique,Agent nettoyant,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,,collagène
TEA-COCOYL HYDROLYZED SOY PROTEIN,Antistatique,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,protéine de soja
TEA-COCOYL SARCOSINATE,Agent nettoyant,Agent moussant,Conditionneur capillaire,Tensioactif,,,,,,,,agent lavant
TEA-DEXTRIN OCTENYLSUCCINATE,Emollient,Agent émulsifiant,Stabilisateur d'émulsion,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,Tensioactif,,,,,agent lavant
TEA-DODECYLBENZENESULFONATE,Agent nettoyant,Agent moussant,Tensioactif,,,,,,,,,agent lavant
TEA-HYDROCHLORIDE,Agent de contrôle de la viscosité,,,,,,,,,,,épaississant
TEA-HYDROGENATED COCOATE,Agent nettoyant,Tensioactif,,,,,,,,,,agent lavant
TEA-HYDROIODIDE,Régulateur de pH,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
TEA-ISOSTEARATE,Agent nettoyant,Agent émulsifiant,Conditionneur capillaire,Tensioactif,,,,,,,,agent lavant
TEA-ISOSTEAROYL HYDROLYZED COLLAGEN,Agent nettoyant,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,,,collagène
TEA-LACTATE,Humectant,Agent d'entretien de la peau,,,,,,,,,,humectant
TEA-LAURATE,Agent émulsifiant,Agent moussant,Tensioactif,,,,,,,,,agent lavant
TEA-LAURETH SULFATE,Agent nettoyant,Agent émulsifiant,Agent moussant,Tensioactif,,,,,,,,agent lavant
TEA-LAUROYL COLLAGEN AMINO ACIDS,Agent nettoyant,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,,,collagène
TEA-LAUROYL GLUTAMATE,Agent nettoyant,Conditionneur capillaire,Tensioactif,,,,,,,,,agent lavant
TEA-LAUROYL METHYLAMINOPROPIONATE,Agent nettoyant,Tensioactif,,,,,,,,,,agent lavant
TEA-LAUROYL SARCOSINATE,Antistatique,Agent nettoyant,Agent moussant,Conditionneur capillaire,Tensioactif,,,,,,,agent lavant
TEA-LAUROYL/MYRISTOYL ASPARTATE,Agent nettoyant,Conditionneur capillaire,Tensioactif,,,,,,,,,agent lavant
TEA-LAURYL SULFATE,Agent nettoyant,Agent émulsifiant,Agent moussant,Tensioactif,,,,,,,,agent lavant
TEA-MYRISTATE,Agent nettoyant,Agent émulsifiant,Tensioactif,,,,,,,,,agent lavant
TEA-OLEATE,Agent nettoyant,Agent émulsifiant,Tensioactif,,,,,,,,,agent lavant
TEA-PALMITATE,Agent nettoyant,Agent émulsifiant,Tensioactif,,,,,,,,,agent lavant
TEA-SALICYLATE,Conservateur,Agent stabilisant,Filtre UV,,,,,,,,,conservateur
TEA-STEARATE,Agent nettoyant,Agent émulsifiant,Tensioactif,,,,,,,,,agent lavant
TEA-SULFATE,Régulateur de pH,,,,,,,,,,,agent lavant
TECOMA LAPACHO BARK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TECTONA GRANDIS WOOD EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TELMESTEINE,Antioxydant,,,,,,,,,,,antioxydant
TELOPEA SPECIOSISSIMA FLOWER/LEAF EXTRACT,Antioxydant,Agent éclaircissant,Humectant,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,extrait végétal
TEPHROSIA PURPUREA LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TEPHROSIA PURPUREA SEED EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TEPRENONE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TEREPHTHALALDEHYDE,Conservateur,,,,,,,,,,,conservateur
TEREPHTHALIC ACID/ISOPHTHALIC ACID/SODIUM ISOPHTHALIC ACID SULFONATE/GLYCOL COPOLYMER,Agent filmogène,Agent de fixation capillaire,,,,,,,,,,polymère cosmétique
TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID,Agent stabilisant,Absorbant UV,Filtre UV,,,,,,,,,acide cosmétique
TERMINALIA ARJUNA BARK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TERMINALIA ARJUNA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TERMINALIA BELLERICA FRUIT,Astringent,Emollient,Agent d'entretien de la peau,,,,,,,,,émollient
TERMINALIA BELLERICA FRUIT EXTRACT,Antimicrobien,Astringent,Emollient,Agent d'entretien de la peau,,,,,,,,extrait végétal
TERMINALIA BELLERICA FRUIT POWDER,Agent d'entretien de la peau,,,,,,,,,,,poudre végétale
TERMINALIA BELLIRICA FRUIT OIL,Conditionneur capillaire,,,,,,,,,,,huile végétale
TERMINALIA BELLIRICA ROXB FRUIT POWDER,,,,,,,,,,,,poudre végétale
TERMINALIA CATAPPA LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TERMINALIA CHEBULA EXTRACT,Astringent,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
TERMINALIA CHEBULA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TERMINALIA CHEBULA FRUIT OIL,Conditionneur capillaire,,,,,,,,,,,huile végétale
TERMINALIA CHEBULA FRUIT POWDER,Agent d'entretien de la peau,,,,,,,,,,,poudre végétale
TERMINALIA CHEBULA ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TERMINALIA FERDINANDIANA FRUIT EXTRACT,Antioxydant,Agent éclaircissant,,,,,,,,,,extrait végétal
TERMINALIA FERDINANDIANA FRUIT POWDER,Antioxydant,,,,,,,,,,,poudre végétale
TERMINALIA FERDINANDIANA SEED OIL,Antioxydant,Emollient,Conditionneur capillaire,Humectant,Agent de protection de la peau,,,,,,,huile végétale
TERMINALIA SERICEA BARK/ROOT EXTRACT,Astringent,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
TERPENE HYDROCARBONS,Agent parfumant,,,,,,,,,,,molécule parfumante
TERPENES AND TERPENOIDS,Agent parfumant,,,,,,,,,,,molécule parfumante
TERPINEOL,Agent masquant,Agent parfumant,,,,,,,,,,molécule parfumante
TERPINEOL ACETATE,Agent masquant,,,,,,,,,,,ingrédient cosmétique
TERPINOLENE,Agent masquant,,,,,,,,,,,ingrédient cosmétique
TERT-BUTYLHYDROQUINONE DIMETHYLETHER,Agent parfumant,,,,,,,,,,,molécule parfumante
TETRAACETYLPHYTOSPHINGOSINE,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
TETRAAMINOPYRIMIDINE SULFATE,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
TETRABROMOPHENOL BLUE,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
TETRABUTOXYPROPYL TRISILOXANE,Emollient,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,silicone
TETRABUTYL AMMONIUM BROMIDE,Antimicrobien,Antistatique,,,,,,,,,,conservateur
TETRABUTYL ETHYLIDENEBISPHENOL,Antioxydant,,,,,,,,,,,antioxydant
TETRABUTYL PHENYL HYDROXYBENZOATE,Antioxydant,,,,,,,,,,,antioxydant
TETRACARBOXYMETHYL HEXANOYL DIPEPTIDE-12,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRACARBOXYMETHYL NARINGENINCHALCONE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRADECANE,Agent parfumant,,,,,,,,,,,molécule parfumante
TETRADECENE,Emollient,Solvant,Agent de contrôle de la viscosité,,,,,,,,,épaississant
TETRADECYL AMINOBUTYROYLVALYLAMINOBUTYRIC UREA TRIFLUOROACETATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRADECYLOCTADECANOIC ACID,Stabilisateur d'émulsion,Agent de contrôle de la viscosité,,,,,,,,,,acide cosmétique
TETRADECYLOCTADECANOL,Emollient,Agent d'entretien de la peau,Agent de contrôle de la viscosité,,,,,,,,,épaississant
TETRADECYLOCTADECYL STEARATE,Agent fixant,Stabilisateur d'émulsion,Agent filmogène,Opacifiant,Agent d'entretien de la peau,,,,,,,agent filmogène
TETRADESMUS OBLIQUUS EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TETRAFLUOROPROPENE,Agent propulseur,,,,,,,,,,,ingrédient cosmétique
TETRAHEXYLDECYL ASCORBATE,Antioxydant,Agent d'entretien de la peau,,,,,,,,,,vitamine c
TETRAHYDRO-6-METHYLQUINOLINE,Agent parfumant,,,,,,,,,,,molécule parfumante
TETRAHYDRO-6-PENT-2-ENYL-PYRAN-2-ONE,Agent parfumant,,,,,,,,,,,molécule parfumante
TETRAHYDRO-METHYL-METHYLPROPYL)-PYRAN-4-OL,Agent parfumant,,,,,,,,,,,molécule parfumante
TETRAHYDROBISDEMETHOXYDIFERULOYLMETHANE,Antioxydant,Agent d'hygiène buccale,Agent d'entretien de la peau,,,,,,,,,antioxydant
TETRAHYDROCURCUMIN DIACETATE,Antioxydant,Agent éclaircissant,Agent de protection de la peau,Absorbant UV,,,,,,,,antioxydant
TETRAHYDRODEMETHOXYDIFERULOYLMETHANE,Antioxydant,Agent d'hygiène buccale,Agent d'entretien de la peau,,,,,,,,,antioxydant
TETRAHYDRODIFERULOYLMETHANE,Antioxydant,,,,,,,,,,,antioxydant
TETRAHYDROFURFURYL ACETATE,Agent masquant,Solvant,,,,,,,,,,solvant
TETRAHYDROFURFURYL METHACRYLATE,Agent filmogène,,,,,,,,,,,polymère cosmétique
TETRAHYDROJASMONIC ACID,Agent Abrasif,Agent d'entretien de la peau,,,,,,,,,,acide aminé
TETRAHYDROLINALOOL,Agent parfumant,,,,,,,,,,,molécule parfumante
TETRAHYDROPIPERINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAHYDROPYRANYLOXY PHENOL,Agent éclaircissant,,,,,,,,,,,ingrédient cosmétique
TETRAHYDROXYPROPYL ETHYLENEDIAMINE,Agent de chélation,,,,,,,,,,,ingrédient cosmétique
TETRAMETHRIN,Antimicrobien,,,,,,,,,,,conservateur
TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES,Agent masquant,Agent parfumant,Agent d'entretien de la peau - Divers,,,,,,,,,molécule parfumante
TETRAMETHYL HEXAPHENYL TETRASILOXANE,Agent d'entretien de la peau,,,,,,,,,,,silicone
TETRAMETHYL-1-HEXADECEN-3-OL,Agent parfumant,,,,,,,,,,,molécule parfumante
TETRAMETHYL-4-METHYLENEHEPTAN-2-ONE,Agent parfumant,,,,,,,,,,,molécule parfumante
TETRAMETHYLBICYCLO-2-HEPTENE-2-PROPIONALDEHYDE,Agent parfumant,,,,,,,,,,,molécule parfumante
TETRAMETHYLBUTYL DIHYDROXYBENZAMIDE,Antioxydant,Agent éclaircissant,Agent de protection de la peau,,,,,,,,,antioxydant
TETRAMETHYLOLGLYCOLURIL,Antimicrobien,,,,,,,,,,,glycol
TETRAMETHYLPYRAZINE,Agent parfumant,,,,,,,,,,,molécule parfumante
TETRANDRINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-1,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-14,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-16,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-17,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-21,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-26,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-28 ARGININAMIDE,Conditionneur capillaire,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-29 ARGININAMIDE,Conditionneur capillaire,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-3,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-30,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-32,Conditionneur capillaire,Agent de protection de la peau,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-4,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-44,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-45,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-5,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-61,Antioxydant,Antiplaque,Conditionneur capillaire,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,antioxydant
TETRAPEPTIDE-63 ACETATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPEPTIDE-7,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
TETRAPHENYL DIMETHYL DISILOXANE,Agent d'entretien de la peau,,,,,,,,,,,silicone
TETRAPOTASSIUM ETIDRONATE,Agent de chélation,,,,,,,,,,,ingrédient cosmétique
TETRAPOTASSIUM PYROPHOSPHATE,Régulateur de pH,Agent de chélation,Agent d'hygiène buccale,,,,,,,,,ingrédient cosmétique
TETRASELMIS CHUI EXTRACT,Emollient,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
TETRASELMIS SUECICA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
TETRASODIUM DISUCCINOYL CYSTINE,Conditionneur capillaire,,,,,,,,,,,ingrédient cosmétique
TETRASODIUM EDTA,Agent de chélation,,,,,,,,,,,ingrédient cosmétique
TETRASODIUM ETIDRONATE,Agent de chélation,Stabilisateur d'émulsion,Agent de contrôle de la viscosité,,,,,,,,,épaississant
TETRASODIUM GLUTAMATE DIACETATE,Agent de chélation,,,,,,,,,,,ingrédient cosmétique
TETRASODIUM IMINODISUCCINATE,Agent de chélation,,,,,,,,,,,ingrédient cosmétique
TETRASODIUM PYROPHOSPHATE,Anti Agglomérant,Régulateur de pH,Agent de chélation,Agent d'hygiène buccale,,,,,,,,ingrédient cosmétique
TETRASODIUM TETRACARBOXYMETHYL NARINGENINCHALCONE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
"TETRASODIUM-1,2-DICARBOXYLATE",,,,,,,,,,,,ingrédient cosmétique
TEUCRIUM CANADENSE FLOWER/LEAF/STEM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
THALASSIOSIRA PSEUDONANA EXTRACT,Agent de protection de la peau,,,,,,,,,,,extrait végétal
THAMNOLIA VERMICULARIS LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
THAUMATOCOCCUS DANIELLI FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
THEANINE,Emollient,Humectant,Agent d'entretien de la peau,,,,,,,,,humectant
THENOYL METHIONATE,Antistatique,Conditionneur capillaire,,,,,,,,,,ingrédient cosmétique
THEOBROMA CACAO CALLUS POWDER,Antioxydant,Agent éclaircissant,Agent d'entretien de la peau,Agent de protection de la peau,Agent stabilisant,,,,,,,poudre de cacao
THEOBROMA CACAO EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de cacao
THEOBROMA CACAO FLOWER EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de cacao
THEOBROMA CACAO FRUIT EXTRACT,Emollient,Agent d'entretien de la peau,,,,,,,,,,extrait de cacao
THEOBROMA CACAO FRUIT POWDER,Agent d'entretien de la peau,,,,,,,,,,,poudre de cacao
THEOBROMA CACAO HUSK,Agent Abrasif,,,,,,,,,,,poudre abrasive
THEOBROMA CACAO HUSK EXTRACT,Antioxydant,,,,,,,,,,,extrait de cacao
THEOBROMA CACAO LEAF CELL EXTRACT,Agent masquant,Agent de protection de la peau,,,,,,,,,,extrait de cacao
THEOBROMA CACAO SEED BUTTER,Emollient,Agent masquant,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,beurre de cacao
THEOBROMA CACAO SEED EXTRACT,Antioxydant,,,,,,,,,,,extrait de cacao
THEOBROMA CACAO SEED POWDER,Agent Abrasif,,,,,,,,,,,poudre de cacao
THEOBROMA CACAO SEED WATER,Humectant,,,,,,,,,,,eau de cacao
THEOBROMA CACAO SHELL EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de cacao
THEOBROMA CACAO SHELL POWDER,Agent Abrasif,Agent d'entretien de la peau,,,,,,,,,,poudre de cacao
THEOBROMA GRANDIFLORUM FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de cacao
THEOBROMA GRANDIFLORUM SEED BUTTER,Agent d'entretien de la peau,,,,,,,,,,,beurre de cacao
THEOBROMA GRANDIFLORUM SEED BUTTER EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,beurre de cacao
THEOBROMA GRANDIFLORUM SEED BUTTER GLYCERIDES,Emollient,Agent émulsifiant,Stabilisateur d'émulsion,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,beurre de cacao
THEOBROMA GRANDIFLORUM SEED POWDER,Agent Abrasif,,,,,,,,,,,poudre de cacao
THEOBROMINE,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
THEOPHYLLINE,Agent d'entretien de la peau - Divers,,,,,,,,,,,ingrédient cosmétique
THERMUS THERMOPHILLUS FERMENT,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
THIAMINE DIPHOSPHATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
THIAMINE HCL,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
THIAMINE NITRATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
THIAMINE/YEAST POLYPEPTIDE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
THIAZOLYLALANINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
THIOCTAMIDOETHYL DIMETHYLAMINE MALEATE,Antimicrobien,Antioxydant,Agent éclaircissant,Agent d'entretien de la peau,,,,,,,,conservateur
THIOCTIC ACID,Antioxydant,,,,,,,,,,,acide cosmétique
THIODIPROPIONIC ACID,Agent d'entretien de la peau,,,,,,,,,,,acide aminé
THIOGLYCERIN,Dépilatoire,Agent bouclant ou lissant (coiffant),Kératolytique,Agent réducteur,,,,,,,,ingrédient cosmétique
THIOGLYCOLIC ACID,Antioxydant,Dépilatoire,Agent bouclant ou lissant (coiffant),Agent réducteur,,,,,,,,acide cosmétique
THIOLACTIC ACID,Antioxydant,Dépilatoire,Agent bouclant ou lissant (coiffant),Agent masquant,Agent réducteur,,,,,,,acide cosmétique
THIOTAURINE,Antioxydant,,,,,,,,,,,antioxydant
THIOXANTHINE,Antioxydant,Conditionneur capillaire,,,,,,,,,,antioxydant
THORIUM DIOXIDE,Agent fixant,Agent d'entretien de la peau,,,,,,,,,,agent filmogène
THREONINE,Antistatique,Conditionneur capillaire,Agent bouclant ou lissant (coiffant),,,,,,,,,ingrédient cosmétique
THUJA OCCIDENTALIS BARK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
THUJA OCCIDENTALIS LEAF,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
THUJA OCCIDENTALIS LEAF EXTRACT,Antioxydant,Agent éclaircissant,Conditionneur capillaire,Agent d'entretien de la peau,Agent parfumant,,,,,,,extrait végétal
THUJA OCCIDENTALIS LEAF OIL,Agent masquant,Tonifiant,Agent parfumant,,,,,,,,,huile végétale
THUJA OCCIDENTALIS LEAF/STEM EXTRACT,Antioxydant,,,,,,,,,,,extrait végétal
THUJA OCCIDENTALIS ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
THUJA OCCIDENTALIS STEM OIL,Agent parfumant,,,,,,,,,,,huile végétale
THUJA ORIENTALIS BRANCH/LEAF POWDER,Agent Abrasif,Agent d'entretien de la peau,,,,,,,,,,poudre végétale
THUJA ORIENTALIS EXTRACT,Antimicrobien,Astringent,Emollient,Humectant,Agent d'entretien de la peau,,,,,,,extrait végétal
THUJA ORIENTALIS LEAF EXTRACT,Antioxydant,Agent éclaircissant,Conditionneur capillaire,Agent de protection de la peau,,,,,,,,extrait végétal
THUJA ORIENTALIS LEAF OIL,Antimicrobien,Antioxydant,Agent de protection de la peau,,,,,,,,,huile végétale
THUJA ORIENTALIS SEED EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
THUJA PLICATA LEAF EXTRACT,Agent parfumant,,,,,,,,,,,extrait végétal
THUJA PLICATA WOOD OIL,Agent masquant,,,,,,,,,,,huile végétale
THUJOPSIS DOLABRATA BRANCH EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
THUJOPSIS DOLABRATA LEAF EXTRACT,Agent parfumant,,,,,,,,,,,extrait végétal
THUJOPSIS DOLABRATA WOOD OIL,Agent masquant,Agent parfumant,,,,,,,,,,huile végétale
THUNBERGIA LAURIFOLIA LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
THURFYLNICOTINATE HCL,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
THYMIDINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
THYMINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
THYMOL,Dénaturant,Agent masquant,Agent d'hygiène buccale,Agent d'entretien de la peau - Divers,,,,,,,,ingrédient cosmétique
