name,fonction_1,fonction_2,fonction_3,fonction_4,fonction_5,fonction_6,fonction_7,fonction_8,fonction_9,fonction_10,fonction_11,nom_simplifie
CITRUS AURANTIUM FLOWER EXTRACT,Agent parfumant,,,,,,,,,,,extrait d’agrume
CITRUS AURANTIUM FLOWER OIL,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS AURANTIUM LEAF EXTRACT,Agent parfumant,,,,,,,,,,,extrait d’agrume
CITRUS AURANTIUM LEAF OIL,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS AURANTIUM OIL,,,,,,,,,,,,huile d’agrume
CITRUS AURANTIUM PEEL EXTRACT,Agent parfumant,,,,,,,,,,,extrait d’agrume
CITRUS AURANTIUM PEEL OIL EXPRESSED,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS AURANTIUM SINENSIS FIBER,Stabilisateur d'émulsion,,,,,,,,,,,ingrédient cosmétique
CITRUS AURANTIUM SINENSIS PEEL EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de thé vert
CITRUS AURANTIUM TACHIBANA PEEL EXTRACT,Humectant,Agent d'entretien de la peau,,,,,,,,,,extrait d’agrume
CITRUS AUSTRALASICA SEED OIL,Antioxydant,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,,,,,,,,huile d’agrume
CITRUS AUSTRALIS FRUIT EXTRACT,,,,,,,,,,,,extrait d’agrume
CITRUS BERGAMIA LEAF OIL,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS BERGAMIA MELAROSA LEAF OIL,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS BERGAMIA MELAROSA PEEL OIL EXPRESSED,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS BERGAMIA PEEL OIL EXPRESSED,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS CLEMENTINA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS CLEMENTINA JUICE,Agent d'entretien de la peau,,,,,,,,,,,jus d’agrume
CITRUS CLEMENTINA LEAF CELL EXTRACT,Antioxydant,Agent de protection de la peau,,,,,,,,,,extrait d’agrume
CITRUS CLEMENTINA PEEL OIL,Agent masquant,Agent d'entretien de la peau,Agent parfumant,Agent arômatisant,,,,,,,,huile d’agrume
CITRUS DEPRESSA PEEL EXTRACT,Humectant,,,,,,,,,,,extrait d’agrume
CITRUS DEPRESSA PEEL OIL,Agent masquant,,,,,,,,,,,huile d’agrume
CITRUS GLAUCA FRUIT,Emollient,Agent d'entretien de la peau,,,,,,,,,,agrume
CITRUS GLAUCA FRUIT EXTRACT,Antistatique,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,,,,,,,,extrait d’agrume
CITRUS GRANDIS (GRAPEFRUIT) EXTRACT,,,,,,,,,,,,extrait d’agrume
CITRUS GRANDIS FRUIT EXTRACT,Astringent,Agent d'entretien de la peau,Tonifiant,Agent parfumant,,,,,,,,extrait d’agrume
CITRUS GRANDIS FRUIT WATER,Agent masquant,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,eau d’agrume
CITRUS GRANDIS FRUIT/PEEL WATER,Humectant,Agent d'entretien de la peau,,,,,,,,,,eau d’agrume
CITRUS GRANDIS JUICE,Astringent,Agent d'entretien de la peau,Tonifiant,,,,,,,,,jus d’agrume
CITRUS GRANDIS LEAF EXTRACT,Astringent,Agent d'entretien de la peau,Tonifiant,Agent parfumant,,,,,,,,extrait d’agrume
CITRUS GRANDIS PEEL,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,,agrume
CITRUS GRANDIS PEEL EXTRACT,Astringent,Agent d'entretien de la peau,Tonifiant,Agent parfumant,,,,,,,,extrait d’agrume
CITRUS GRANDIS PEEL OIL,Agent masquant,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,huile d’agrume
CITRUS GRANDIS PEEL POWDER,Agent Absorbant,Agent parfumant,,,,,,,,,,poudre d’agrume
CITRUS GRANDIS PEEL WATER,Humectant,Agent d'entretien de la peau,,,,,,,,,,eau d’agrume
CITRUS GRANDIS SEED EXTRACT,Astringent,Agent d'entretien de la peau,Tonifiant,Agent parfumant,,,,,,,,extrait d’agrume
CITRUS GRANDIS SEED OIL,Emollient,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,huile d’agrume
CITRUS HYSTRIX FRUIT/SUCROSE FERMENT FILTRATE,Agent masquant,,,,,,,,,,,agrume
CITRUS HYSTRIX LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS HYSTRIX LEAF OIL,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS HYSTRIX LEAF WATER,Antioxydant,Anti-séborrhée,Astringent,Agent masquant,Agent d'entretien de la peau,,,,,,,eau d’agrume
CITRUS HYSTRIX PEEL EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS HYSTRIX PEEL OIL,Agent masquant,Agent arômatisant,,,,,,,,,,huile d’agrume
CITRUS IYO FRUIT EXTRACT,Emollient,Humectant,,,,,,,,,,extrait d’agrume
CITRUS IYO PEEL OIL,,,,,,,,,,,,huile d’agrume
CITRUS JABARA PEEL EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS JAPONICA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS JUNOS EXTRACT,Antioxydant,,,,,,,,,,,extrait d’agrume
CITRUS JUNOS FLOWER OIL,Agent masquant,Agent arômatisant,,,,,,,,,,huile d’agrume
CITRUS JUNOS FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS JUNOS FRUIT JUICE,Humectant,,,,,,,,,,,jus d’agrume
CITRUS JUNOS FRUIT OIL,Agent masquant,Agent parfumant,Agent arômatisant,,,,,,,,,huile d’agrume
CITRUS JUNOS FRUIT POWDER,Non classé,,,,,,,,,,,poudre d’agrume
CITRUS JUNOS FRUIT WATER,Agent masquant,Agent parfumant,,,,,,,,,,eau d’agrume
CITRUS JUNOS PEEL EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS JUNOS PEEL OIL,Astringent,,,,,,,,,,,huile d’agrume
CITRUS JUNOS PEEL POWDER,Agent masquant,,,,,,,,,,,poudre d’agrume
CITRUS JUNOS PEEL WATER,Agent d'entretien de la peau,,,,,,,,,,,eau d’agrume
CITRUS JUNOS SEED EXTRACT,Antioxydant,,,,,,,,,,,extrait d’agrume
CITRUS JUNOS SEED OIL,Emollient,,,,,,,,,,,huile d’agrume
CITRUS LIMON BUD EXTRACT,Humectant,Agent d'entretien de la peau,,,,,,,,,,extrait d’agrume
CITRUS LIMON FLOWER EXTRACT,Emollient,Agent d'entretien de la peau,,,,,,,,,,extrait d’agrume
CITRUS LIMON FLOWER WATER,Humectant,Agent d'entretien de la peau,,,,,,,,,,eau d’agrume
CITRUS LIMON FLOWER/LEAF/STEM EXTRACT,Agent masquant,Agent d'entretien de la peau,Tonifiant,,,,,,,,,extrait d’agrume
CITRUS LIMON FLOWER/LEAF/STEM OIL,Agent masquant,,,,,,,,,,,huile d’agrume
CITRUS LIMON FRUIT EXTRACT,Agent masquant,Agent d'entretien de la peau - Divers,Agent d'entretien de la peau - Occlusif,,,,,,,,,extrait d’agrume
CITRUS LIMON FRUIT OIL,Astringent,Tonifiant,,,,,,,,,,huile d’agrume
CITRUS LIMON FRUIT POWDER,Agent d'entretien de la peau,,,,,,,,,,,poudre d’agrume
CITRUS LIMON FRUIT WATER,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,eau d’agrume
CITRUS LIMON JUICE,Agent d'entretien de la peau,Tonifiant,,,,,,,,,,jus d’agrume
CITRUS LIMON JUICE EXTRACT,Tonifiant,,,,,,,,,,,jus d’agrume
CITRUS LIMON JUICE POWDER,Agent d'entretien de la peau,Tonifiant,,,,,,,,,,jus d’agrume
CITRUS LIMON LEAF CELL EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS LIMON LEAF EXTRACT,Agent parfumant,,,,,,,,,,,extrait d’agrume
CITRUS LIMON LEAF OIL,Agent masquant,Agent parfumant,,,,,,,,,,huile d’agrume
CITRUS LIMON PEEL,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,agrume
CITRUS LIMON PEEL EXTRACT,Emollient,Agent d'entretien de la peau,Agent de protection de la peau,Tonifiant,,,,,,,,extrait d’agrume
CITRUS LIMON PEEL OIL,Agent masquant,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,huile d’agrume
CITRUS LIMON PEEL POWDER,Agent Absorbant,Agent de contrôle de la viscosité,,,,,,,,,,poudre d’agrume
CITRUS LIMON PEEL WATER,Agent d'entretien de la peau,,,,,,,,,,,eau d’agrume
CITRUS LIMON PEEL WAX,Agent d'entretien de la peau,,,,,,,,,,,cire
CITRUS LIMON SEED OIL,Agent masquant,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,huile d’agrume
CITRUS LIMON SOMATIC EMBRYO EXTRACT,Antioxydant,,,,,,,,,,,extrait d’agrume
CITRUS LIMON/FUCUS SERRATUS EXTRACT,,,,,,,,,,,,extrait d’agrume
CITRUS MADURENSIS FRUIT EXTRACT,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,extrait d’agrume
CITRUS MADURENSIS FRUIT JUICE,Agent d'entretien de la peau,,,,,,,,,,,jus d’agrume
CITRUS MAXIMA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS MEDICA ACIDA PEEL EXTRACT,Agent parfumant,,,,,,,,,,,extrait d’agrume
CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS MEDICA SARCODACTYLIS FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS MEDICA VULGARIS FRUIT EXTRACT,Antioxydant,Agent de chélation,,,,,,,,,,extrait de thym
CITRUS MEDICA VULGARIS PEEL OIL,Agent masquant,,,,,,,,,,,huile de thym
CITRUS NATSUDAIDAI PEEL EXTRACT,Humectant,,,,,,,,,,,extrait d’agrume
CITRUS NOBILIS FRUIT EXTRACT,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,extrait de camomille
CITRUS NOBILIS FRUIT JUICE,Astringent,,,,,,,,,,,jus de camomille
CITRUS NOBILIS LEAF EXTRACT,Agent parfumant,,,,,,,,,,,extrait de camomille
CITRUS NOBILIS LEAF OIL,Agent parfumant,,,,,,,,,,,huile de camomille
CITRUS NOBILIS OIL,Agent masquant,Tonifiant,,,,,,,,,,huile de camomille
CITRUS NOBILIS PEEL EXTRACT,Agent masquant,Agent d'entretien de la peau - Divers,,,,,,,,,,extrait de camomille
CITRUS NOBILIS PEEL OIL,Agent masquant,Agent d'entretien de la peau,Tonifiant,,,,,,,,,huile de camomille
CITRUS NOBILIS PEEL OIL EXPRESSED,Agent parfumant,,,,,,,,,,,huile de camomille
CITRUS NOBILIS WATER,Agent d'entretien de la peau,,,,,,,,,,,eau de camomille
CITRUS PARADISI FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS PARADISI FRUIT WATER,Agent masquant,,,,,,,,,,,eau d’agrume
CITRUS PARADISI JUICE,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,,jus d’agrume
CITRUS PARADISI M. PEEL OIL EXPRESSED,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS PARADISI PEEL EXTRACT,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,,extrait d’agrume
CITRUS PARADISI PEEL OIL,Agent masquant,Agent parfumant,,,,,,,,,,huile d’agrume
CITRUS PARADISI SEED EXTRACT,Agent masquant,Agent parfumant,,,,,,,,,,extrait d’agrume
CITRUS PARADISI SEED OIL,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,,huile d’agrume
CITRUS RETICULATA EXTRACT,Agent d'entretien de la peau - Divers,,,,,,,,,,,extrait d’agrume
CITRUS RETICULATA FRUIT,Agent d'entretien de la peau,,,,,,,,,,,agrume
CITRUS RETICULATA FRUIT EXTRACT,Agent de protection de la peau,,,,,,,,,,,extrait d’agrume
CITRUS RETICULATA FRUIT WATER,Agent masquant,,,,,,,,,,,eau d’agrume
CITRUS RETICULATA LEAF OIL,Agent masquant,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,huile d’agrume
CITRUS RETICULATA LEAF WATER,Agent d'entretien de la peau,,,,,,,,,,,eau d’agrume
CITRUS RETICULATA PEEL EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS RETICULATA PEEL OIL,Déodorant,Agent masquant,Agent parfumant,Agent arômatisant,,,,,,,,huile d’agrume
CITRUS RETICULATA PEEL POWDER,Agent d'entretien de la peau,,,,,,,,,,,poudre d’agrume
CITRUS RETICULATA PEEL WATER,Agent d'entretien de la peau,,,,,,,,,,,eau d’agrume
CITRUS SINENSIS (ORANGE) FRUIT EXTRACT,,,,,,,,,,,,extrait d’orange
CITRUS SINENSIS FLOWER WATER,Humectant,Agent d'entretien de la peau,,,,,,,,,,eau de thé vert
CITRUS SINENSIS FRUIT EXTRACT,Antioxydant,Agent d'entretien de la peau,,,,,,,,,,extrait de thé vert
CITRUS SINENSIS FRUIT WATER,Agent masquant,,,,,,,,,,,eau de thé vert
CITRUS SINENSIS PEEL EXTRACT,Agent parfumant,,,,,,,,,,,extrait de thé vert
CITRUS SINENSIS PEEL OIL EXPRESSED,Agent parfumant,,,,,,,,,,,huile de thé vert
CITRUS SINENSIS PEEL POWDER,Antioxydant,,,,,,,,,,,poudre de thé vert
CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,Agent parfumant,,,,,,,,,,,huile de thé vert
CITRUS SPECIES LEAF EXTRACT,Agent parfumant,,,,,,,,,,,extrait d’agrume
CITRUS SPECIES PEEL EXTRACT,Agent parfumant,,,,,,,,,,,extrait d’agrume
CITRUS SPECIES PEEL OIL EXPRESSED,Agent parfumant,,,,,,,,,,,huile d’agrume
CITRUS SPHAEROCARPA PEEL WATER,Humectant,Agent d'entretien de la peau,,,,,,,,,,eau d’agrume
CITRUS SUDACHI FRUIT EXTRACT,Humectant,Agent d'entretien de la peau,,,,,,,,,,extrait d’agrume
CITRUS SUDACHI FRUIT JUICE,Humectant,,,,,,,,,,,jus d’agrume
CITRUS TANGELO PEEL POWDER,Agent arômatisant,,,,,,,,,,,poudre d’agrume
CITRUS TANGERINA EXTRACT,Tonifiant,,,,,,,,,,,extrait d’agrume
CITRUS TANGERINA FRUIT,Agent d'entretien de la peau,,,,,,,,,,,agrume
CITRUS TANGERINA FRUIT WATER,Agent masquant,Tonifiant,,,,,,,,,,eau d’agrume
CITRUS TANGERINA PEEL,Agent Abrasif,,,,,,,,,,,agrume
CITRUS TANGERINA PEEL EXTRACT,Astringent,,,,,,,,,,,extrait d’agrume
CITRUS TANGERINA PEEL OIL,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,huile d’agrume
CITRUS UNSHIU EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRUS UNSHIU FRUIT EXTRACT,Antioxydant,Emollient,Humectant,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,extrait d’agrume
CITRUS UNSHIU FRUIT OIL,Emollient,Agent d'entretien de la peau,,,,,,,,,,huile d’agrume
CITRUS UNSHIU FRUIT WATER,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,eau d’agrume
CITRUS UNSHIU PEEL EXTRACT,Agent masquant,,,,,,,,,,,extrait d’agrume
CITRUS UNSHIU PEEL OIL,Agent d'entretien de la peau,,,,,,,,,,,huile d’agrume
CITRUS UNSHIU PEEL POWDER,Agent masquant,,,,,,,,,,,poudre d’agrume
CITRUS UNSHIU PERICARP EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’agrume
CITRYL ACETATE,Agent parfumant,,,,,,,,,,,molécule parfumante
CLADONIA RANGIFERINA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
CLADOSIPHON NOVAE-CALEDONIAE EXTRACT,Humectant,,,,,,,,,,,extrait végétal
CLADOSIPHON NOVAE-CALEDONIAE POLYSACCHARIDE,Humectant,Agent de protection de la peau,,,,,,,,,,humectant
CLADOSIPHON OKAMURANUS EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
CLAY,Agent Absorbant,Agent fixant,Agent de foisonnement,Agent d'entretien de la peau,Agent de contrôle de la viscosité,,,,,,,argile
CLAY EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,argile
CLAY MINERAL OXIDES,Agent d'entretien de la peau,,,,,,,,,,,argile
CLAY MINERALS,Astringent,Agent fixant,Régulateur de pH,Humectant,,,,,,,,argile
CLEMATIS CHINENSIS ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de jojoba
CLEMATIS VITALBA FLOWER EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
CLEMATIS VITALBA LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
CLEOME GYNANDRA LEAF EXTRACT,Anti-séborrhée,,,,,,,,,,,extrait végétal
CLEOME SPINOSA FLOWER EXTRACT,Conditionneur capillaire,,,,,,,,,,,extrait d’argan
CLERODENDRON TRICHOTOMUM LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
CLERODENDRUM TRICHOTOMUM BRANCH EXTRACT,Antioxydant,,,,,,,,,,,extrait végétal
CLIMBAZOLE,Antipelliculaire,Antimicrobien,Conservateur,,,,,,,,,conservateur
CLINTONIA BOREALIS ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
CLITORIA TERNATEA FLOWER EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
CLITORIA TERNATEA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
CLOTRIMAZOLE,Antipelliculaire,Antimicrobien,,,,,,,,,,conservateur
CNIDIUM MONNIERI FRUIT EXTRACT,Humectant,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
CNIDIUM MONNIERI SEED POWDER,Agent Abrasif,Agent masquant,Agent de protection de la peau,,,,,,,,,poudre végétale
CNIDIUM OFFICINALE RHIZOME EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de gingembre
CNIDIUM OFFICINALE ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de gingembre
COBALT ACETYLMETHIONATE,Anti-transpirant,,,,,,,,,,,ingrédient cosmétique
COBALT ALUMINUM OXIDE,Colorant cosmétique,,,,,,,,,,,colorant
COBALT CHLORIDE,Non classé,,,,,,,,,,,ingrédient cosmétique
COBALT DNA,Antioxydant,Humectant,Agent d'entretien de la peau,Agent de protection de la peau,Absorbant UV,Agent de contrôle de la viscosité,,,,,,épaississant
COBALT GLUCONATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
COBALT TITANIUM OXIDE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
COCAMIDE,Agent émulsifiant,Stabilisateur d'émulsion,Tensioactif,Agent de contrôle de la viscosité,,,,,,,,agent lavant
COCAMIDE DEA,Agent émulsifiant,Stabilisateur d'émulsion,Sinergiste de mousse,Tensioactif,Agent de contrôle de la viscosité,,,,,,,agent lavant
COCAMIDE DIPA,Agent émulsifiant,Tensioactif,Agent de contrôle de la viscosité,,,,,,,,,agent lavant
COCAMIDE MEA,Sinergiste de mousse,Agent de contrôle de la viscosité,,,,,,,,,,agent lavant
COCAMIDE METHYL MEA,Sinergiste de mousse,Tensioactif,Agent de contrôle de la viscosité,,,,,,,,,agent lavant
COCAMIDE MIPA,Agent émulsifiant,Stabilisateur d'émulsion,Sinergiste de mousse,Tensioactif,Agent de contrôle de la viscosité,,,,,,,agent lavant
COCAMIDOETHYL BETAINE,Antistatique,Agent nettoyant,Sinergiste de mousse,Conditionneur capillaire,Tensioactif,Agent de contrôle de la viscosité,,,,,,agent lavant
COCAMIDOPROPYL BETAINAMIDE MEA CHLORIDE,Agent nettoyant,Sinergiste de mousse,Tensioactif,,,,,,,,,agent lavant
COCAMIDOPROPYL BETAINE,Antistatique,Agent nettoyant,Sinergiste de mousse,Conditionneur capillaire,Tensioactif,Agent de contrôle de la viscosité,Agent d'entretien de la peau - Divers,,,,,agent lavant doux
COCAMIDOPROPYL DIMETHYLAMINE,Antistatique,Agent émulsifiant,Conditionneur capillaire,Tensioactif,,,,,,,,agent lavant
COCAMIDOPROPYL DIMETHYLAMINE LACTATE,Conditionneur capillaire,Tensioactif,,,,,,,,,,agent lavant
COCAMIDOPROPYL DIMETHYLAMINE PROPIONATE,Antistatique,Conditionneur capillaire,Tensioactif,,,,,,,,,agent lavant
COCAMIDOPROPYL DIMETHYLAMINOHYDROXYPROPYL HYDROLYZED COLLAGEN,Antistatique,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,,,collagène
COCAMIDOPROPYL HYDROXYSULTAINE,Antistatique,Agent nettoyant,Sinergiste de mousse,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,Agent de contrôle de la viscosité,,,,,agent lavant
COCAMIDOPROPYL PG-DIMONIUM CHLORIDE,Antistatique,Conditionneur capillaire,,,,,,,,,,ingrédient cosmétique
COCAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE,Antistatique,Conditionneur capillaire,,,,,,,,,,ingrédient cosmétique
COCAMIDOPROPYLAMINE OXIDE,Agent nettoyant,Sinergiste de mousse,Conditionneur capillaire,Hydrotrope,Tensioactif,,,,,,,agent lavant
COCAMIDOPROPYLDIMONIUM HYDROXYPROPYL HYDROLYZED COLLAGEN,Antistatique,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,,,collagène
COCAMIDOPROPYLTRIMONIUM CHLORIDE,Antistatique,Conditionneur capillaire,,,,,,,,,,ingrédient cosmétique
COCAMINE,Antistatique,Agent émulsifiant,,,,,,,,,,émulsifiant
COCAMINE OXIDE,Antistatique,Agent nettoyant,Sinergiste de mousse,Conditionneur capillaire,Hydrotrope,Tensioactif,,,,,,agent lavant
COCCINIA INDICA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de mangue
COCCOLOBA UVIFERA FRUIT EXTRACT,Agent de protection de la peau,,,,,,,,,,,extrait végétal
COCETH-10,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
COCETH-20,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
COCETH-3,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
COCETH-6,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
COCETH-7,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
COCETH-8,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
COCHINEAL,Colorant cosmétique,Agent colorant pour cheveux,,,,,,,,,,colorant capillaire
COCHLEARIA ARMORACIA ROOT EXTRACT,Agent masquant,,,,,,,,,,,extrait végétal
COCHLEARIA OFFICINALIS FLOWER/LEAF/STALK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de souci
COCO GLUCOSIDE (AND) GLYCERYL OLEATE,,,,,,,,,,,,agent lavant
